building,scenario_num,loc,clim_zone,build_orient,build_type,tot_floor_area,num_floor,fac_glaz_uval,fac_glaz_shgc,wall_type,wall_uval,floor_finish,floor_uval,roof_type,roof_uval,infilt_type,infilt_ach,epd,lpd,hvac_type,pv_pe,pv_po,pv_pt,pv_pa,res_hedc,res_cedc,res_eui,comment
4,8,0,0A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1042.7,125,
4,9,0,0A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1136.0,132,Single-plan Glass
4,10,0,0A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,932.9,120,Triple-pane insulated glass
4,11,0,0A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,886.8,117,Low-E (Low-Emissivity) coated glass
4,12,0,0A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1008.0,125,Argon-filled insulated glass
4,13,0,0A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,896.4,118,Vacuum Insulated Glass
4,14,0,0A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1054.4,127,Brick Plaster
4,15,0,0A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1044.4,127,Concrete Block
4,16,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1111.0,129,Carpet
4,17,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1152.8,131,Hardwood
4,18,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1104.2,130,Metal Deck
4,19,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1030.3,125,Airtight 0.25
4,20,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1056.6,130,Average 1.0
4,21,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,962.3,111,Low EPD
4,22,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1115.9,142,High EPD
4,23,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,0.0,994.8,117,Low LPD
4,24,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,0.0,1083.3,135,High LPD
4,25,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,10.4,1366.4,149,VRF Fan Coils
4,26,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,0.0,1038.3,89,PV efficiency 15%
4,27,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,0.0,1038.3,76,PV efficiency 20%
4,28,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,0.0,1036.4,89,PV Panel orientation 135
4,29,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,0.0,1037.8,89,PV Panel orientation -45
4,30,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,0.0,1038.4,88,PV Panel Tilt 30
4,31,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,0.0,1039.1,85,PV Panel Tilt 0
4,0,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.1,1053.9,128,
4,1,0,1A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.5,1055.3,127,
4,2,0,1A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.3,1054.1,128,
4,3,0,1A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.5,1057.6,127,
4,4,0,1A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.1,1053.2,128,
4,5,0,1A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.4,1060.8,127,
4,6,0,1A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.1,1053.6,128,
4,7,0,1A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.4,1057.7,127,
4,8,0,1A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.4,1057.7,127,
4,9,0,1A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,12.5,1165.3,134,Single-plan Glass
4,10,0,1A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,5.9,937.8,121,Triple-pane insulated glass
4,11,0,1A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,6.7,893.2,117,Low-E (Low-Emissivity) coated glass
4,12,0,1A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,7.5,1019.2,126,Argon-filled insulated glass
4,13,0,1A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,5.0,899.5,118,Vacuum Insulated Glass
4,14,0,1A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,11.2,1076.8,129,Brick Plaster
4,15,0,1A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.9,1062.3,128,Concrete Block
4,16,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,5.1,1131.2,130,Carpet
4,17,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,5.2,1177.7,132,Hardwood
4,18,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,42.9,1139.9,132,Metal Deck
4,19,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,9.2,1045.6,126,Airtight 0.25
4,20,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,8.8,1070.4,131,Average 1.0
4,21,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,9.1,977.2,113,Low EPD
4,22,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,9.1,1130.6,143,High EPD
4,23,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,9.1,1009.8,119,Low LPD
4,24,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,9.1,1098.0,137,High LPD
4,25,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,57.9,1313.5,150,VRF Fan Coils
4,26,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,8.7,1053.1,70,PV efficiency 15%
4,27,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,8.7,1053.1,51,PV efficiency 20%
4,28,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,7.5,1048.5,70,PV Panel orientation 135
4,29,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,8.6,1052.8,80,PV Panel orientation -45
4,30,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,8.8,1053.1,69,PV Panel Tilt 30
4,31,0,1A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,9.1,1053.9,69,PV Panel Tilt 0
4,0,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.2,960.0,101,
4,1,0,2A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,935.3,101,
4,2,0,2A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,961.2,102,
4,3,0,2A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,934.6,101,
4,4,0,2A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,959.4,101,
4,5,0,2A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,934.3,101,
4,6,0,2A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,959.8,101,
4,7,0,2A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,935.3,101,
4,8,0,2A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,258.3,935.3,101,
4,9,0,2A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,295.2,1067.1,106,Single-plan Glass
4,10,0,2A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,223.3,842.0,96,Triple-pane insulated glass
4,11,0,2A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,232.2,788.9,93,Low-E (Low-Emissivity) coated glass
4,12,0,2A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,240.4,928.1,100,Argon-filled insulated glass
4,13,0,2A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,211.0,803.1,95,Vacuum Insulated Glass
4,14,0,2A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,279.3,977.5,101,Brick Plaster
4,15,0,2A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,264.7,966.6,101,Concrete Block
4,16,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,252.6,1029.0,103,Carpet
4,17,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,252.9,1078.6,105,Hardwood
4,18,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,357.4,1024.3,105,Metal Deck
4,19,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,252.0,954.0,101,Airtight 0.25
4,20,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,270.7,972.1,102,Average 1.0
4,21,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,258.2,883.3,87,Low EPD
4,22,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,258.2,1036.7,116,High EPD
4,23,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,258.2,915.9,93,Low LPD
4,24,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,258.2,1004.2,110,High LPD
4,25,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,220.5,1153.2,112,VRF Fan Coils
4,26,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,257.8,958.2,66,PV efficiency 15%
4,27,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,257.8,958.2,54,PV efficiency 20%
4,28,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,256.5,951.8,62,PV Panel orientation 135
4,29,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,257.7,958.6,43,PV Panel orientation -45
4,30,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,257.9,958.4,63,PV Panel Tilt 30
4,31,0,2A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,258.2,960.0,47,PV Panel Tilt 0
4,0,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,695.2,1035.9,120,
4,1,0,4A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,694.2,1020.2,120,
4,2,0,4A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,695.2,1035.3,120,
4,3,0,4A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,694.2,1020.9,120,
4,4,0,4A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,695.2,1037.7,120,
4,5,0,4A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,694.2,1021.8,120,
4,6,0,4A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,695.2,1038.3,121,
4,7,0,4A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,694.1,1021.0,120,
4,8,0,4A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,694.1,1021.0,120,
4,9,0,4A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,817.5,1137.8,131,Single-plan Glass
4,10,0,4A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,593.7,929.1,112,Triple-pane insulated glass
4,11,0,4A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,618.3,875.4,116,Low-E (Low-Emissivity) coated glass
4,12,0,4A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,641.7,1007.0,116,Argon-filled insulated glass
4,13,0,4A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,561.1,891.4,110,Vacuum Insulated Glass
4,14,0,4A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,755.1,1055.4,126,Brick Plaster
4,15,0,4A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,713.3,1042.6,122,Concrete Block
4,16,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,731.6,1094.1,134,Carpet
4,17,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,729.7,1139.6,138,Hardwood
4,18,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,926.5,1113.6,148,Metal Deck
4,19,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,640.3,1034.6,118,Airtight 0.25
4,20,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,805.0,1038.5,125,Average 1.0
4,21,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,695.2,959.1,110,Low EPD
4,22,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,695.2,1112.7,131,High EPD
4,23,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,695.2,991.7,114,Low LPD
4,24,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,695.2,1080.1,127,High LPD
4,25,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,595.9,1264.1,110,VRF Fan Coils
4,26,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,694.9,1034.7,68,PV efficiency 15%
4,27,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,694.9,1034.7,51,PV efficiency 20%
4,28,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,693.9,1024.7,72,PV Panel orientation 135
4,29,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,694.8,1034.5,89,PV Panel orientation -45
4,30,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,695.0,1035.0,68,PV Panel Tilt 30
4,31,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,695.2,1035.9,76,PV Panel Tilt 0
4,0,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.2,810.7,144,
4,1,0,5A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.6,796.6,144,
4,2,0,5A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.2,810.1,144,
4,3,0,5A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.5,797.5,144,
4,4,0,5A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.2,812.6,144,
4,5,0,5A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.5,799.0,144,
4,6,0,5A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.2,813.0,144,
4,7,0,5A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.6,797.8,144,
4,8,0,5A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,594.6,797.8,144,
4,9,0,5A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,687.9,906.4,165,Single-plan Glass
4,10,0,5A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,508.7,705.2,130,Triple-pane insulated glass
